Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,IMU.header.seq,IMU.header.stamp.secs,IMU.header.stamp.nsecs,IMU.header.frame_id,IMU.orientation.x,IMU.orientation.y,IMU.orientation.z,IMU.orientation.w,IMU.orientation_covariance,IMU.angular_velocity.x,IMU.angular_velocity.y,IMU.angular_velocity.z,IMU.angular_velocity_covariance,IMU.linear_acceleration.x,IMU.linear_acceleration.y,IMU.linear_acceleration.z,IMU.linear_acceleration_covariance,MagField.header.seq,MagField.header.stamp.secs,MagField.header.stamp.nsecs,MagField.header.frame_id,MagField.magnetic_field.x,MagField.magnetic_field.y,MagField.magnetic_field.z,MagField.magnetic_field_covariance,VNYMR
1678251261.0154674,1711,1678251260,989297866,IMU1_Frame,0,0,0,,-0.019012113782584914,0.07105783978870876,0.6500321810614976,0.7563382090827575,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.45203,-1.090991,1.64849,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.929,12.718,-10.134,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.2267,-0.1915,0.4404,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+081.599,+007.597,+003.680,-00.2267,-00.1915,+00.4404,-00.929,+12.718,-10.134,+00.452030,-01.090991,+01.648497*6C\r\n'"
1678251261.063509,1712,1678251261,14313936,IMU1_Frame,0,0,0,,-0.008232178295950365,0.06644910249193382,0.6643168069026615,0.7444460545164924,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.223055,-0.703472,1.40517,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.886,9.672,-8.934,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.224,-0.1526,0.4654,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+083.731,+006.308,+004.387,-00.2240,-00.1526,+00.4654,-01.886,+09.672,-08.934,+00.223055,-00.703472,+01.405177*68\r\n'"
1678251261.0635536,1713,1678251261,39318084,IMU1_Frame,0,0,0,,0.004233238436661915,0.06074136039013325,0.6764735969439118,0.733945528951611,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.530496,-1.170995,1.49586,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.59,11.171,-8.885,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.2049,-0.0796,0.5045,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+085.546,+004.786,+005.089,-00.2049,-00.0796,+00.5045,-00.590,+11.171,-08.885,+00.530496,-01.170995,+01.495862*64\r\n'"
1678251261.107408,1714,1678251261,64249038,IMU1_Frame,0,0,0,,0.02131002691202867,0.05335606885829598,0.694153051392612,0.7175308731415837,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.485359,-1.151424,2.18863,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-3.904,6.689,-11.389,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1466,-0.0187,0.5192,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+088.244,+002.693,+006.014,-00.1466,-00.0187,+00.5192,-03.904,+06.689,-11.389,+00.485359,-01.151424,+02.188632*6A\r\n'"
1678251261.1074636,1715,1678251261,89331150,IMU1_Frame,0,0,0,,0.04650256747965681,0.052060177241921655,0.6870061761254038,0.7232909256508687,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.425734,-1.178921,0.70382,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.784,7.785,-9.169,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1049,-0.0019,0.5022,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+087.098,+000.654,+007.979,-00.1049,-00.0019,+00.5022,+00.784,+07.785,-09.169,+01.425734,-01.178921,+00.703822*6C\r\n'"
1678251261.1514442,1716,1678251261,114250421,IMU1_Frame,0,0,0,,0.054778918722788124,0.045506483744021844,0.7046633715434717,0.7059588959746909,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.826057,-0.268343,2.5,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.226,9.45,-8.325,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0815,-0.0013,0.4837,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+089.842,-000.742,+008.134,-00.0815,-00.0013,+00.4837,-00.226,+09.450,-08.325,-00.826057,-00.268343,+02.500004*69\r\n'"
1678251261.1541772,1717,1678251261,139438867,IMU1_Frame,0,0,0,,0.04679354842960645,0.03258814734277678,0.7295535171178776,0.6815423993700365,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.974849,-0.233053,3.23182,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.313,8.922,-8.491,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0583,-0.0152,0.4742,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+093.821,-001.367,+006.394,-00.0583,-00.0152,+00.4742,-01.313,+08.922,-08.491,-00.974849,-00.233053,+03.231825*6D\r\n'"
1678251261.1954017,1718,1678251261,164253473,IMU1_Frame,0,0,0,,0.054068379999933386,0.020000118060290954,0.7619254308420665,0.6450939802834069,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.054711,-1.144955,4.32497,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.703,5.419,-9.736,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0139,-0.0263,0.4487,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+099.330,-003.244,+005.762,-00.0139,-00.0263,+00.4487,-02.703,+05.419,-09.736,-00.054711,-01.144955,+04.324978*60\r\n'"
1678251261.2393968,1719,1678251261,189230680,IMU1_Frame,0,0,0,,0.061424095901708914,0.00479594011806268,0.7953163013699001,0.6030556028894382,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.866127,-0.822578,4.32899,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.919,0.774,-11.087,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0344,-0.0587,0.44,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+105.440,-005.274,+004.707,+00.0344,-00.0587,+00.4400,-02.919,+00.774,-11.087,-00.866127,-00.822578,+04.328993*6B\r\n'"
1678251261.2394512,1720,1678251261,214128494,IMU1_Frame,0,0,0,,0.05420514916167605,-0.01856136831370827,0.8249462542494812,0.5622997021255067,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.054868,-0.285397,3.92557,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-3.263,-3.164,-13.614,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0626,-0.1474,0.4187,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+111.345,-006.333,+001.749,+00.0626,-00.1474,+00.4187,-03.263,-03.164,-13.614,-02.054868,-00.285397,+03.925571*67\r\n'"
1678251261.2833495,1721,1678251261,239128112,IMU1_Frame,0,0,0,,0.04382826358802002,-0.041749654850661524,0.8479465902921428,0.526614308239568,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.368315,-0.522502,3.29732,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-4.109,-5.461,-13.527,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0431,-0.2426,0.3951,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+116.400,-006.794,-001.422,+00.0431,-00.2426,+00.3951,-04.109,-05.461,-13.527,-01.368315,-00.522502,+03.297326*66\r\n'"
1678251261.28339,1722,1678251261,264096498,IMU1_Frame,0,0,0,,0.04455822421200681,-0.056885067653047516,0.865847331352963,0.49506267534740794,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.74559,-0.716228,2.69746,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-4.066,-8.192,-13.095,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.027,-0.3077,0.3852,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+120.692,-007.671,-003.146,-00.0270,-00.3077,+00.3852,-04.066,-08.192,-13.095,-00.745590,-00.716228,+02.697467*6E\r\n'"
1678251261.331359,1723,1678251261,289024114,IMU1_Frame,0,0,0,,0.03900711216628487,-0.0739752263544304,0.8796665125675383,0.46818045426258753,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.538954,-0.07502,2.4285,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-4.128,-8.861,-14.164,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1021,-0.3003,0.3809,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+124.330,-007.926,-005.424,-00.1021,-00.3003,+00.3809,-04.128,-08.861,-14.164,-01.538954,-00.075020,+02.428504*66\r\n'"
1678251261.3314054,1724,1678251261,314119100,IMU1_Frame,0,0,0,,0.026346205606854148,-0.09069246378319606,0.8918303210840877,0.44240189065837887,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.23265,0.223404,2.2316,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-6.754,-13.08,-14.923,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1379,-0.286,0.3532,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+127.745,-007.310,-008.024,-00.1379,-00.2860,+00.3532,-06.754,-13.080,-14.923,-01.232650,+00.223404,+02.231604*65\r\n'"
1678251261.3755014,1725,1678251261,338997364,IMU1_Frame,0,0,0,,0.01984365158843622,-0.09642139621672999,0.8998545417712945,0.42493640406162725,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.172081,0.078923,1.08585,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-7.859,-15.361,-13.066,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1513,-0.2667,0.3361,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+129.981,-006.757,-009.077,-00.1513,-00.2667,+00.3361,-07.859,-15.361,-13.066,-00.172081,+00.078923,+01.085858*68\r\n'"
1678251261.3787422,1726,1678251261,364101409,IMU1_Frame,0,0,0,,0.018589729595345952,-0.09659589077842112,0.9019632451658427,0.4204592253812457,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.084302,0.075011,-0.02221,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-7.925,-14.221,-12.74,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1459,-0.2613,0.3349,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+130.544,-006.590,-009.188,-00.1459,-00.2613,+00.3349,-07.925,-14.221,-12.740,-00.084302,+00.075011,-00.022215*6B\r\n'"
1678251261.4233677,1727,1678251261,389009237,IMU1_Frame,0,0,0,,0.017006231871415582,-0.09837093218018132,0.8992797908306976,0.4258283757372617,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.265134,0.262243,-0.79387,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-8.345,-14.363,-14.344,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1344,-0.2704,0.3289,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+129.864,-006.567,-009.411,-00.1344,-00.2704,+00.3289,-08.345,-14.363,-14.344,-00.265134,+00.262243,-00.793875*68\r\n'"
1678251261.4675713,1728,1678251261,413999795,IMU1_Frame,0,0,0,,0.014015397255429031,-0.09599830564646784,0.8920518739080774,0.44139704146025643,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.212132,0.450689,-1.75885,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-9.217,-14.176,-12.355,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.104,-0.2957,0.335,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+127.854,-006.301,-009.199,-00.1040,-00.2957,+00.3350,-09.217,-14.176,-12.355,+00.212132,+00.450689,-01.758855*6A\r\n'"
1678251261.4676175,1729,1678251261,439280748,IMU1_Frame,0,0,0,,0.013868970276192716,-0.08841710952022767,0.8788297092945399,0.46866662828586436,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.46209,0.274169,-2.71126,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-14.619,-4.236,-7.974,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0893,-0.2972,0.3494,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+124.303,-006.157,-008.235,-00.0893,-00.2972,+00.3494,-14.619,-04.236,-07.974,+00.462090,+00.274169,-02.711260*64\r\n'"
1678251261.5114737,1730,1678251261,464003801,IMU1_Frame,0,0,0,,0.038612541950167306,-0.09948021736656446,0.8766097244187864,0.46922078919338883,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.576651,-1.129776,0.02898,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-4.144,1.022,-10.905,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0887,-0.3284,0.3535,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+124.336,-009.268,-008.048,-00.0887,-00.3284,+00.3535,-04.144,+01.022,-10.905,+00.576651,-01.129776,+00.028987*6C\r\n'"
1678251261.5115056,1731,1678251261,489065170,IMU1_Frame,0,0,0,,0.04695438432878443,-0.08484148667013432,0.8679017614590631,0.48717937188284327,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.383109,0.554876,-2.72705,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-6.595,-11.358,-9.289,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0457,-0.3562,0.3535,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+121.875,-009.449,-005.907,-00.0457,-00.3562,+00.3535,-06.595,-11.358,-09.289,+01.383109,+00.554876,-02.727055*6E\r\n'"
1678251261.5554445,1732,1678251261,513924837,IMU1_Frame,0,0,0,,0.050646472341600746,-0.059262465044029114,0.8464303177089458,0.5267623869823944,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.479041,1.112214,-4.33183,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-8.025,-12.93,-11.228,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0525,-0.3152,0.3707,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+116.412,-008.521,-002.722,+00.0525,-00.3152,+00.3707,-08.025,-12.930,-11.228,+01.479041,+01.112214,-04.331831*6D\r\n'"
1678251261.555474,1733,1678251261,539017677,IMU1_Frame,0,0,0,,0.04706244637683193,-0.038836910188652735,0.8149746611473759,0.5762752139696328,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.478687,1.023481,-4.49762,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-4.534,-3.788,-9.785,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.1017,-0.2229,0.3988,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+109.503,-006.977,-000.523,+00.1017,-00.2229,+00.3988,-04.534,-03.788,-09.785,+00.478687,+01.023481,-04.497626*69\r\n'"
1678251261.6034708,1734,1678251261,563901185,IMU1_Frame,0,0,0,,0.04130089531770752,-0.024489118990666553,0.7835851392109879,0.6194262253930759,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.521226,1.333524,-4.34803,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.918,-2.919,-11.739,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.081,-0.1311,0.4202,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+103.312,-005.455,+000.736,+00.0810,-00.1311,+00.4202,-00.918,-02.919,-11.739,+00.521226,+01.333524,-04.348030*67\r\n'"
1678251261.6035144,1735,1678251261,588899374,IMU1_Frame,0,0,0,,0.029923654722616128,-0.008821819372716953,0.7520228433757103,0.6583983546699586,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.109784,1.614708,-3.74232,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.25,5.22,-10.827,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0308,-0.0831,0.4452,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+097.553,-003.246,+001.500,+00.0308,-00.0831,+00.4452,+01.250,+05.220,-10.827,+00.109784,+01.614708,-03.742321*61\r\n'"
1678251261.647442,1736,1678251261,613948106,IMU1_Frame,0,0,0,,0.019675948365783562,0.009222429826133242,0.7282082395217178,0.6850113602975424,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.80765,1.476965,-2.38929,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.815,4.664,-11.938,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0283,-0.0594,0.4563,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+093.483,-000.918,+002.315,-00.0283,-00.0594,+00.4563,+00.815,+04.664,-11.938,+00.807650,+01.476965,-02.389298*62\r\n'"
1678251261.6531725,1737,1678251261,638873815,IMU1_Frame,0,0,0,,0.016295086236085592,0.030857838662457254,0.7078520300403697,0.7054982406252818,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.001335,1.216083,-2.45782,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.177,2.396,-10.633,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0726,-0.0427,0.4704,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+090.230,+001.173,+003.824,-00.0726,-00.0427,+00.4704,-01.177,+02.396,-10.633,+01.001335,+01.216083,-02.457823*62\r\n'"
1678251261.6953714,1738,1678251261,664593696,IMU1_Frame,0,0,0,,0.0113109899790612,0.04741591854841108,0.686436095811507,0.7255544628358093,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.434841,1.132132,-2.20701,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.553,6.346,-12.465,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1096,-0.0363,0.4783,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+086.951,+003.054,+004.682,-00.1096,-00.0363,+00.4783,+00.553,+06.346,-12.465,+00.434841,+01.132132,-02.207012*6C\r\n'"
1678251261.7394364,1739,1678251261,688847780,IMU1_Frame,0,0,0,,-0.0006963902643833467,0.06133843422641184,0.6698365693462236,0.7399703250088705,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.119071,1.563194,-1.51739,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.823,9.253,-11.208,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1501,-0.0397,0.4914,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+084.519,+005.262,+004.674,-00.1501,-00.0397,+00.4914,+00.823,+09.253,-11.208,-00.119071,+01.563194,-01.517390*6F\r\n'"
1678251261.7394843,1740,1678251261,714583873,IMU1_Frame,0,0,0,,-0.019326574982233474,0.07395284122518989,0.6587548139252967,0.7484647993756459,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.420673,1.648271,-1.03553,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.778,7.852,-7.403,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.2024,-0.0607,0.5069,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+082.976,+007.826,+003.965,-00.2024,-00.0607,+00.5069,-00.778,+07.852,-07.403,-00.420673,+01.648271,-01.035538*63\r\n'"
1678251261.787322,1741,1678251261,739460945,IMU1_Frame,0,0,0,,-0.03461346215778266,0.0824040934966471,0.649594117514445,0.7550092423957981,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.44254,1.079608,-1.02263,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.914,7.441,-5.517,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.2406,-0.121,0.4952,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+081.688,+009.753,+003.187,-00.2406,-00.1210,+00.4952,-02.914,+07.441,-05.517,-00.442540,+01.079608,-01.022633*67\r\n'"
1678251261.7873788,1742,1678251261,764436483,IMU1_Frame,0,0,0,,-0.0492237424767525,0.08436690220543773,0.6381982593209615,0.7636505947018802,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.796558,0.671623,-1.32155,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.491,9.585,-4.864,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.2455,-0.171,0.4511,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+079.956,+011.051,+001.898,-00.2455,-00.1710,+00.4511,-02.491,+09.585,-04.864,-00.796558,+00.671623,-01.321555*64\r\n'"
1678251261.8355556,1743,1678251261,789438962,IMU1_Frame,0,0,0,,-0.05749427070849531,0.08002834498590823,0.6297842759009001,0.770494411830802,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.53857,-0.186422,-0.53481,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.741,15.101,-5.961,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.2353,-0.2035,0.4136,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+078.594,+011.288,+000.713,-00.2353,-00.2035,+00.4136,-00.741,+15.101,-05.961,-00.538570,-00.186422,-00.534816*6C\r\n'"
1678251261.835603,1744,1678251261,814423084,IMU1_Frame,0,0,0,,-0.05764135987590484,0.07073938813293316,0.631670693562757,0.7698477430584443,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.474085,-0.767954,0.48314,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.444,14.732,-7.954,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.2322,-0.2113,0.3883,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+078.742,+010.471,+000.036,-00.2322,-00.2113,+00.3883,-00.444,+14.732,-07.954,-00.474085,-00.767954,+00.483148*68\r\n'"
